LFVN,1501579800000,3.82
LFVN,1501580100000,3.8
LFVN,1501580160000,3.8
LFVN,1501580220000,3.78
LFVN,1501580580000,3.81
LFVN,1501580700000,3.79
LFVN,1501580760000,3.8
LFVN,1501580820000,3.81
LFVN,1501581000000,3.81
LFVN,1501581060000,3.82
LFVN,1501581300000,3.82
LFVN,1501581660000,3.829
LFVN,1501582140000,3.81
LFVN,1501582380000,3.83
LFVN,1501582560000,3.81
LFVN,1501582800000,3.8062
LFVN,1501583040000,3.8
LFVN,1501583340000,3.81
LFVN,1501583700000,3.818
LFVN,1501583760000,3.79
LFVN,1501583820000,3.79
LFVN,1501584000000,3.7783
LFVN,1501584060000,3.76
LFVN,1501584300000,3.7779
LFVN,1501584360000,3.76
LFVN,1501584480000,3.72
LFVN,1501584540000,3.72
LFVN,1501584660000,3.71
LFVN,1501584720000,3.73
LFVN,1501584840000,3.7555
LFVN,1501584900000,3.76
LFVN,1501584960000,3.755
LFVN,1501585200000,3.78
LFVN,1501585380000,3.77
LFVN,1501585500000,3.77
LFVN,1501585800000,3.7301
LFVN,1501585860000,3.7498
LFVN,1501585920000,3.745
LFVN,1501585980000,3.74
LFVN,1501586040000,3.7586
LFVN,1501586160000,3.7576
LFVN,1501586400000,3.74
LFVN,1501586460000,3.72
LFVN,1501586520000,3.73
LFVN,1501586580000,3.74
LFVN,1501586700000,3.73
LFVN,1501586880000,3.74
LFVN,1501587000000,3.72
LFVN,1501587060000,3.725
LFVN,1501587180000,3.74
LFVN,1501587240000,3.74
LFVN,1501587420000,3.7181
LFVN,1501587600000,3.73
LFVN,1501587780000,3.72
LFVN,1501587900000,3.73
LFVN,1501587960000,3.73
LFVN,1501588200000,3.74
LFVN,1501588380000,3.745
LFVN,1501588500000,3.75
LFVN,1501588560000,3.74
LFVN,1501588860000,3.77
LFVN,1501588980000,3.77
LFVN,1501589100000,3.77
LFVN,1501589280000,3.76
LFVN,1501589400000,3.76
LFVN,1501589460000,3.76
LFVN,1501589580000,3.76
LFVN,1501589940000,3.76
LFVN,1501590000000,3.76
LFVN,1501590060000,3.77
LFVN,1501590120000,3.77
LFVN,1501590180000,3.79
LFVN,1501590240000,3.79
LFVN,1501590360000,3.85
LFVN,1501590600000,3.87
LFVN,1501590780000,3.89
LFVN,1501590840000,3.86
LFVN,1501590900000,3.9
LFVN,1501590960000,3.92
LFVN,1501591020000,3.92
LFVN,1501591200000,3.915
LFVN,1501591260000,3.91
LFVN,1501591320000,3.945
LFVN,1501591380000,3.96
LFVN,1501591440000,3.94
LFVN,1501591500000,3.9495
LFVN,1501591560000,3.95
LFVN,1501591680000,3.9317
LFVN,1501591740000,3.92
LFVN,1501591860000,3.8986
LFVN,1501591920000,3.9
LFVN,1501591980000,3.91
LFVN,1501592400000,3.92
LFVN,1501592460000,3.93
LFVN,1501592520000,3.8972
LFVN,1501592580000,3.91
LFVN,1501592640000,3.92
LFVN,1501592700000,3.89
LFVN,1501593000000,3.91
LFVN,1501593060000,3.89
LFVN,1501593120000,3.84
LFVN,1501593180000,3.85
LFVN,1501593240000,3.85
LFVN,1501593300000,3.95
LFVN,1501593720000,3.91
LFVN,1501594200000,3.93
LFVN,1501594260000,3.93
LFVN,1501594320000,3.97
LFVN,1501594380000,4.0
LFVN,1501594500000,4.0
LFVN,1501594560000,4.018
LFVN,1501594740000,4.0
LFVN,1501594800000,4.0
LFVN,1501594860000,4.0
LFVN,1501594920000,3.99
LFVN,1501595160000,3.985
LFVN,1501595220000,3.985
LFVN,1501595280000,3.97
LFVN,1501595340000,3.95
LFVN,1501595460000,3.97
LFVN,1501595580000,3.9666
LFVN,1501595820000,3.97
LFVN,1501596000000,3.96
LFVN,1501596060000,3.96
LFVN,1501596120000,3.96
LFVN,1501596180000,3.98
LFVN,1501596240000,3.95
LFVN,1501596480000,3.9
LFVN,1501596540000,3.91
LFVN,1501596660000,3.92
LFVN,1501596780000,3.97
LFVN,1501596900000,3.945
LFVN,1501597260000,3.95
LFVN,1501597320000,3.98
LFVN,1501597380000,4.0
LFVN,1501597560000,3.9936
LFVN,1501597680000,4.0
LFVN,1501597740000,4.0
LFVN,1501597800000,4.0
LFVN,1501598100000,4.0
LFVN,1501598520000,4.01
LFVN,1501598640000,3.9599
LFVN,1501598760000,4.0
LFVN,1501598880000,4.0001
LFVN,1501599180000,4.0
LFVN,1501599240000,3.9752
LFVN,1501599360000,3.99
LFVN,1501599840000,3.98
LFVN,1501599900000,3.98
LFVN,1501600080000,3.94
LFVN,1501600260000,3.94
LFVN,1501600320000,3.93
LFVN,1501600380000,3.93
LFVN,1501600440000,3.94
LFVN,1501600500000,3.98
LFVN,1501600680000,3.96
LFVN,1501600800000,3.99
LFVN,1501600920000,3.99
LFVN,1501600980000,3.93
LFVN,1501601280000,3.95
LFVN,1501601400000,3.96
LFVN,1501601460000,3.91
LFVN,1501601640000,3.93
LFVN,1501601760000,3.9
LFVN,1501602000000,3.9
LFVN,1501602180000,3.94
LFVN,1501602360000,4.0
LFVN,1501602540000,3.93
LFVN,1501602660000,3.95
LFVN,1501602720000,3.999
LFVN,1501602780000,3.99
LFVN,1501602840000,3.99
LFVN,1501602900000,4.0
LFVN,1501602960000,4.0
LFVN,1501603020000,3.95
LFVN,1501603080000,3.95
LFVN,1501603140000,3.99
LFVN,1501604940000,3.99
