BWEN,1501579800000,4.34
BWEN,1501579860000,4.1814
BWEN,1501579920000,4.3
BWEN,1501579980000,4.29
BWEN,1501580040000,4.2381
BWEN,1501580160000,4.2375
BWEN,1501580220000,4.21
BWEN,1501580280000,4.2
BWEN,1501580340000,4.2
BWEN,1501580400000,4.18
BWEN,1501580460000,4.179
BWEN,1501580520000,4.15
BWEN,1501580580000,4.134
BWEN,1501580640000,4.15
BWEN,1501580700000,4.15
BWEN,1501580820000,4.1301
BWEN,1501580880000,4.15
BWEN,1501581000000,4.15
BWEN,1501581060000,4.1204
BWEN,1501581120000,4.1438
BWEN,1501581180000,4.1599
BWEN,1501581240000,4.1354
BWEN,1501581300000,4.1312
BWEN,1501581360000,4.13
BWEN,1501581420000,4.12
BWEN,1501581480000,4.1163
BWEN,1501581660000,4.1101
BWEN,1501581780000,4.1533
BWEN,1501582020000,4.17
BWEN,1501582080000,4.16
BWEN,1501582140000,4.17
BWEN,1501582200000,4.15
BWEN,1501582320000,4.14
BWEN,1501582440000,4.1339
BWEN,1501582500000,4.15
BWEN,1501582620000,4.15
BWEN,1501582680000,4.19
BWEN,1501582860000,4.15
BWEN,1501583100000,4.1384
BWEN,1501583160000,4.14
BWEN,1501583220000,4.135
BWEN,1501583280000,4.12
BWEN,1501583340000,4.12
BWEN,1501583520000,4.1276
BWEN,1501583580000,4.12
BWEN,1501583700000,4.13
BWEN,1501583820000,4.14
BWEN,1501583940000,4.15
BWEN,1501584000000,4.11
BWEN,1501584360000,4.11
BWEN,1501584480000,4.1139
BWEN,1501584540000,4.1198
BWEN,1501584600000,4.11
BWEN,1501584660000,4.11
BWEN,1501584720000,4.11
BWEN,1501584840000,4.11
BWEN,1501584900000,4.0933
BWEN,1501584960000,4.08
BWEN,1501585020000,4.0745
BWEN,1501585080000,4.0768
BWEN,1501585140000,4.07
BWEN,1501585200000,4.07
BWEN,1501585320000,4.08
BWEN,1501585380000,4.0608
BWEN,1501585440000,4.04
BWEN,1501585500000,4.0
BWEN,1501585560000,4.04
BWEN,1501585620000,4.015
BWEN,1501585680000,4.04
BWEN,1501585860000,4.039
BWEN,1501586040000,4.0
BWEN,1501586100000,4.03
BWEN,1501586280000,4.01
BWEN,1501586340000,4.021
BWEN,1501586460000,4.0134
BWEN,1501586580000,4.04
BWEN,1501586880000,4.04
BWEN,1501587000000,4.05
BWEN,1501587120000,4.07
BWEN,1501587300000,4.0812
BWEN,1501587660000,4.06
BWEN,1501587720000,4.04
BWEN,1501587840000,4.06
BWEN,1501587900000,4.06
BWEN,1501587960000,4.065
BWEN,1501588200000,4.069
BWEN,1501588380000,4.059
BWEN,1501588800000,4.0708
BWEN,1501588860000,4.09
BWEN,1501588980000,4.03
BWEN,1501589040000,4.04
BWEN,1501589160000,4.06
BWEN,1501589280000,4.0599
BWEN,1501589340000,4.03
BWEN,1501589760000,4.0201
BWEN,1501589820000,4.02
BWEN,1501589940000,4.02
BWEN,1501590120000,4.0228
BWEN,1501590300000,4.02
BWEN,1501590360000,4.02
BWEN,1501590540000,4.01
BWEN,1501590720000,4.01
BWEN,1501590780000,4.01
BWEN,1501591020000,4.01
BWEN,1501591080000,4.0
BWEN,1501591140000,4.0
BWEN,1501591200000,4.0
BWEN,1501591500000,4.0
BWEN,1501591680000,4.0
BWEN,1501591740000,4.0
BWEN,1501591920000,3.99
BWEN,1501591980000,3.9944
BWEN,1501592040000,4.0
BWEN,1501592400000,3.99
BWEN,1501592520000,3.9828
BWEN,1501592580000,4.0
BWEN,1501592640000,4.0
BWEN,1501592700000,3.99
BWEN,1501592820000,3.9939
BWEN,1501592880000,4.0
BWEN,1501593060000,4.0007
BWEN,1501593180000,4.01
BWEN,1501593240000,4.0076
BWEN,1501593300000,4.01
BWEN,1501593360000,4.0174
BWEN,1501593420000,4.0396
BWEN,1501593600000,4.0399
BWEN,1501593780000,4.05
BWEN,1501593900000,4.0694
BWEN,1501594020000,4.0733
BWEN,1501594920000,4.08
BWEN,1501595280000,4.0588
BWEN,1501595460000,4.08
BWEN,1501595940000,4.0794
BWEN,1501596060000,4.07
BWEN,1501596120000,4.07
BWEN,1501596180000,4.07
BWEN,1501596420000,4.07
